index  confidence   rules
 14387  0.935        ['15180', '15052', '14984']=>['14922']
 14388  0.935        ['15526', '15165', '15155']=>['15117']
 14389  0.935        ['15526', '15165', '15155']=>['14773', '14867']
 14390  0.935        ['14970', '15526', '15227', '14773', '15180']=>['14867']
 14391  0.935        ['15180', '15526', '15117', '14970']=>['15227', '15155']
 14392  0.935        ['15526', '15165', '15155']=>['15125', '14773', '14970']
 14393  0.935        ['15180', '15227', '14773', '15165']=>['15125', '15155']
 14394  0.935        ['15227', '14970', '15155', '14867']=>['15180', '14773', '15117']
 14395  0.935        ['15125', '14867', '15227', '15117', '15155']=>['15180', '14970']
 14396  0.935        ['15180', '15125', '15155', '14867']=>['15227', '15117', '14970']
 14397  0.935        ['15227', '14970', '15155', '14867']=>['15180', '15125', '15117']
 14398  0.935        ['15272', '14984']=>['15180']
 14399  0.935        ['15180', '14825']=>['14922', '14132']
 14400  0.935        ['14867', '14970', '15526', '15227', '15165']=>['15180', '15117']
 14401  0.935        ['15180', '15227', '15117', '15165']=>['15526', '14970', '14867']
 14402  0.935        ['15227', '15117', '15155']=>['15180']
 14403  0.935        ['14931', '14984', '15190']=>['14197']
 14404  0.935        ['14889', '14781']=>['15296']
 14405  0.935        ['15180', '15526', '15165', '14970']=>['15125', '15117']
 14406  0.935        ['14773', '15155', '14970', '15165']=>['15526', '15227']
 14407  0.935        ['15125', '15227', '14773', '15165']=>['15180', '15526']
 14408  0.935        ['15180', '15526', '15165', '14970']=>['14773', '15117']
 14409  0.935        ['15526', '14773', '15117', '15155', '15180']=>['14970', '14867']
 14410  0.935        ['15125', '15526', '15117', '15155', '15180']=>['14970', '14867']
 14411  0.935        ['15180', '15117', '14970', '15165']=>['15227', '15155']
 14412  0.935        ['15180', '15526', '15117', '15165']=>['15227', '14773', '15155']
 14413  0.935        ['15180', '15526', '15117', '15165']=>['15125', '15227', '15155']
 14414  0.935        ['15526', '15227', '15117', '15155']=>['15180', '15125', '14970']
 14415  0.935        ['15526', '15227', '15117', '15155']=>['15180', '14773', '14970']
 14416  0.935        ['15125', '14867', '15227', '15117', '15155', '14773']=>['15180', '14970']
 14417  0.935        ['15125', '15227', '15155']=>['15180', '15117']
 14418  0.935        ['15165', '15011', '15296']=>['14742', '14781']
 14419  0.935        ['15011', '15165', '15296']=>['14781', '14767', '15206']
 14420  0.935        ['15125', '15227', '15117', '15180', '15165']=>['15526', '14970', '14867']
 14421  0.935        ['14970', '15526', '15227', '15180', '15165']=>['15125', '15117', '14867']
 14422  0.935        ['15227', '14773', '15117', '15180', '15165']=>['15526', '14970', '14867']
 14423  0.935        ['14970', '15526', '15227', '15180', '15165']=>['14773', '15117', '14867']
 14424  0.935        ['14889', '15009', '14867', '15206']=>['15129', '15202']
 14425  0.935        ['15526', '15227', '15117', '14773', '15180']=>['14970', '14867']
 14426  0.935        ['14867', '15526', '15227', '15117', '14773']=>['15180', '14970']
 14427  0.935        ['15125', '15526', '15227', '15117', '15180']=>['14970', '14867']
 14428  0.935        ['15125', '14867', '15526', '15227', '15117']=>['15180', '14970']
 14429  0.935        ['15180', '15227', '14773', '15155']=>['15125', '15526', '14867']
 14430  0.935        ['15125', '15526', '15117', '15155', '14773', '15180']=>['14970', '14867']
 14431  0.935        ['15125', '15227', '14970']=>['15526', '14773', '14867']
 14432  0.935        ['15125', '14867', '15526', '15227', '15165']=>['14773', '15117', '15155']
 14433  0.935        ['14867', '15526', '15227', '14773', '15165']=>['15125', '15117', '15155']
 14434  0.935        ['15180', '14773', '14867', '15165']=>['15526']
 14435  0.935        ['15180', '15125', '15227', '14970']=>['15526', '14773', '14867']
 14436  0.935        ['15180', '15125', '15526', '15155']=>['14773', '15227', '15117', '14970']
 14437  0.935        ['15180', '15125', '15227', '14970']=>['15526', '14773', '15117', '15155']
 14438  0.935        ['15180', '15526', '15155', '14970']=>['15125', '15227', '15117', '14773']
 14439  0.935        ['15125', '15227', '14773', '15155']=>['15180', '15117']
 14440  0.935        ['15117', '15155', '14970']=>['15125', '15526', '14867']
 14441  0.935        ['14931', '15190']=>['14197']
 14442  0.935        ['14867', '14970', '15526', '15155', '15165']=>['15180', '15125', '15117']
 14443  0.935        ['15180', '15117', '15155', '15165']=>['15125', '15526', '14970', '14867']
 14444  0.935        ['14867', '14970', '15526', '15155', '15165']=>['15180', '14773', '15117']
 14445  0.935        ['15180', '15117', '15155', '15165']=>['15526', '14773', '14970', '14867']
 14446  0.935        ['15125', '15227', '15117', '14773', '15180', '15165']=>['15526', '14970', '14867']
 14447  0.935        ['14970', '15526', '15227', '14773', '15180', '15165']=>['15125', '15117', '14867']
 14448  0.935        ['15526', '15117', '15165']=>['15227', '15155']
 14449  0.935        ['15125', '15526', '15227', '15117', '14773', '15180']=>['14970', '14867']
 14450  0.935        ['15125', '14867', '15526', '15227', '15117', '14773']=>['15180', '14970']
 14451  0.935        ['15125', '15227', '15117']=>['15180', '15526']
 14452  0.935        ['15125', '15227', '15117']=>['15526', '14867']
 14453  0.935        ['15526', '14773', '15155', '14970']=>['15227', '15117']
 14454  0.935        ['15125', '15227', '15117']=>['15526', '15155', '14970']
 14455  0.935        ['14902', '14931', '14717']=>['15190']
 14456  0.935        ['14867', '14970', '15526', '15117', '15180', '15165']=>['15227', '15155']
 14457  0.935        ['15227', '15117', '15155', '15180', '15165']=>['15526', '14970', '14867']
 14458  0.935        ['14867', '15227', '15117', '15155', '15165']=>['15180', '15526', '14970']
 14459  0.935        ['15180', '15125', '15526', '15165']=>['14970', '14867']
 14460  0.935        ['15227', '15117', '15165']=>['15180', '15526', '14773', '14970']
 14461  0.935        ['15227', '15117', '15165']=>['15125', '15526', '14970', '14867']
 14462  0.935        ['15227', '15117', '15165']=>['15526', '14773', '14970', '14867']
 14463  0.935        ['15180', '15125', '15526', '15165']=>['15227', '15117', '14970']
 14464  0.935        ['15227', '15117', '15165']=>['15180', '15125', '15526', '14970']
 14465  0.935        ['15180', '15125', '15155']=>['15526', '15227', '14970']
 14466  0.935        ['15526', '14970', '15155', '14867']=>['15125', '14773', '15117']
 14467  0.935        ['14773', '15117', '15155', '14970']=>['15125', '15526', '14867']
 14468  0.935        ['15180', '15526', '15165', '14867']=>['15125']
 14469  0.935        ['15180', '15125', '14970', '14867']=>['15227', '15155']
 14470  0.935        ['15526', '14773', '15117', '14970']=>['15125', '15227', '15155']
 14471  0.935        ['15125', '15117', '15155', '15180', '15165']=>['15526', '14773', '14970', '14867']
 14472  0.935        ['14970', '15526', '15155', '15180', '15165']=>['15125', '14773', '15117', '14867']
 14473  0.935        ['15125', '14867', '15117', '15155', '15165']=>['15180', '15526', '14773', '14970']
 14474  0.935        ['14773', '15117', '15155', '15180', '15165']=>['15125', '15526', '14970', '14867']
 14475  0.935        ['15125', '15117', '15155']=>['14773', '14867']
 14476  0.935        ['15227', '15165', '15155', '14970']=>['15125', '14773', '15117', '14867']
 14477  0.935        ['14970', '15155', '14867', '15165']=>['15125', '15227', '15117', '14773']
 14478  0.935        ['14742', '15165', '15011']=>['14781', '15206']
 14479  0.935        ['14742', '15011', '15165']=>['14781', '15296', '15206']
 14480  0.935        ['15227', '15155', '14867']=>['14773', '14970']
 14481  0.935        ['14889', '15009', '15202', '15206']=>['14867']
 14482  0.935        ['15125', '15526', '14867', '15227']=>['15180', '14773']
 14483  0.935        ['15125', '15526', '14773', '15180', '15165']=>['14970', '14867']
 14484  0.935        ['15526', '15227', '15117', '15155', '15180']=>['14970', '14867']
 14485  0.935        ['15125', '15526', '14773', '15180', '15165']=>['15227', '15117', '14970']
 14486  0.935        ['14970', '15526', '15227', '14773', '15165']=>['15180', '15125', '15117']
 14487  0.935        ['14773', '15227', '15117', '15165']=>['15180', '15125', '15526', '14970']
 14488  0.935        ['15125', '15227', '15117', '15165']=>['15180', '15526', '14773', '14970']
 14489  0.935        ['14970', '15526', '15227', '14773', '15165']=>['15125', '15117', '14867']
 14490  0.935        ['15125', '15227', '15117', '15165']=>['15526', '14773', '14970', '14867']
 14491  0.935        ['14773', '15227', '15117', '15165']=>['15125', '15526', '14970', '14867']
 14492  0.935        ['15125', '15227', '15117', '15155', '15180', '15165']=>['15526', '14970', '14867']
 14493  0.935        ['15125', '14867', '15227', '15117', '15155', '15165']=>['15180', '15526', '14970']
 14494  0.935        ['15125', '14867', '15155', '15180', '15165']=>['15526', '15227', '15117', '14970']
 14495  0.935        ['15227', '14773', '15117', '15155', '15180', '15165']=>['15526', '14970', '14867']
 14496  0.935        ['14867', '15227', '14773', '15117', '15155', '15165']=>['15180', '15526', '14970']
 14497  0.935        ['15091', '14922', '14984', '14132']=>['15200']
 14498  0.935        ['15180', '14970', '15125']=>['14867']
 14499  0.935        ['15227', '15117', '15155', '14867']=>['15180']
 14500  0.935        ['15125', '14867', '14970', '14773', '15180']=>['15227', '15155']
 14501  0.935        ['15125', '15227', '15155', '14867']=>['15180', '14773', '14970']
 14502  0.935        ['15125', '15526', '14773', '15155', '15180']=>['14970', '14867']
 14503  0.935        ['15200', '15010', '14984', '15042']=>['15180', '14132']
 14504  0.935        ['15180', '15125', '15227', '15165']=>['14773', '15117', '14867']
 14505  0.935        ['15296', '15011', '15165', '15206']=>['14742', '14767']
 14506  0.935        ['15180', '14773', '15155', '15165']=>['15526', '15227']
 14507  0.935        ['15526', '15165', '15155', '14970']=>['14773', '15117', '14867']
 14508  0.935        ['15526', '15165', '15155', '14970']=>['15180', '15125', '15117']
 14509  0.935        ['15180', '14773', '15155', '15165']=>['15526', '15117', '14970']
 14510  0.935        ['15526', '15165', '15155', '14970']=>['15180', '14773', '15117']
 14511  0.935        ['15125', '15526', '15227', '15117', '15155', '15180']=>['14970', '14867']
 14512  0.935        ['15526', '15227', '15117', '15155', '14773', '15180']=>['14970', '14867']
 14513  0.935        ['15125', '15227', '15117', '15155', '14773', '15180', '15165']=>['15526', '14970', '14867']
 14514  0.935        ['15125', '14867', '15227', '15117', '15155', '14773', '15165']=>['15180', '15526', '14970']
 14515  0.935        ['15125', '14867', '14773', '15155', '15180', '15165']=>['15526', '15227', '15117', '14970']
 14516  0.935        ['14970', '15526', '15227', '15155', '15180', '15165']=>['15125', '14773', '15117', '14867']
 14517  0.935        ['14773', '15117', '14970', '15165']=>['15227', '15155']
 14518  0.935        ['15526', '15227', '14773', '14970']=>['15125', '15155']
 14519  0.935        ['15180', '15526', '14773', '15165']=>['15125']
 14520  0.935        ['15180', '15125', '14773', '15117']=>['14970', '14867']
 14521  0.935        ['15200', '15272']=>['15180', '14922', '14984']
 14522  0.935        ['15200', '15272']=>['15180', '14922', '14984', '14132']
 14523  0.935        ['15125', '15165', '15155', '14970']=>['15180', '15227']
 14524  0.935        ['15125', '15165', '15155', '14970']=>['15526', '15117', '14867']
 14525  0.935        ['15526', '15165', '15155', '14867']=>['15125', '15117', '14970']
 14526  0.935        ['15526', '15165', '15155', '14867']=>['15125', '15227', '14773']
 14527  0.935        ['15125', '15165', '15155', '14970']=>['15180', '15526', '15117', '14773']
 14528  0.935        ['15125', '15526', '15227', '15117', '15155', '14773', '15180']=>['14970', '14867']
 14529  0.935        ['15125', '14867', '15526', '15227', '15117', '15155']=>['15180', '14773', '14970']
 14530  0.935        ['14867', '15526', '15227', '15117', '15155', '14773']=>['15180', '15125', '14970']
 14531  0.935        ['14867', '14970', '15526', '15155', '15180']=>['15125', '15227', '15117', '14773']
 14532  0.934        ['15200', '15487', '14984', '15180']=>['14132']
 14533  0.934        ['15227', '14773', '14970', '15165']=>['15180', '15526']
 14534  0.934        ['15227', '14773', '14970', '15165']=>['15125', '15117', '15155']
 14535  0.934        ['15091', '15200', '14132']=>['15180', '14922', '14984']
 14536  0.934        ['15180', '15117', '14867', '15165']=>['15227', '14773', '15155']
 14537  0.934        ['15180', '15117', '14867', '15165']=>['15125', '15227', '15155']
 14538  0.934        ['14867', '14970', '15526', '14773', '15155']=>['15227', '15117']
 14539  0.934        ['15125', '15227', '15526', '15155']=>['15180', '15117']
 14540  0.934        ['15526', '15227', '14773', '15155']=>['15180', '15117']
 14541  0.934        ['15180', '15165', '15155', '14867']=>['15125', '15526', '14970']
 14542  0.934        ['14970', '15526', '15117', '15180', '15165']=>['15227', '14773', '15155']
 14543  0.934        ['14970', '14773', '15117', '15180', '15165']=>['15526', '15227', '15155']
 14544  0.934        ['15125', '14970', '15227', '15155', '15165']=>['15180', '15526', '15117']
 14545  0.934        ['14970', '15526', '15117', '15180', '15165']=>['15125', '15227', '15155']
 14546  0.934        ['15125', '14970', '15117', '15180', '15165']=>['15526', '15227', '15155']
 14547  0.934        ['15227', '15165', '14867', '14970']=>['15125', '15155']
 14548  0.934        ['15125', '14970', '14773', '15155', '15165']=>['15180', '15227']
 14549  0.934        ['15125', '14970', '14773', '15155', '15165']=>['15526', '15117', '14867']
 14550  0.934        ['15206', '14781', '15165', '15296', '15011']=>['14742', '14767']
 14551  0.934        ['15180', '15526', '15227', '15155']=>['14970', '14867']
